n,a,k,L,d
1,1,0,0,1
2,2,0,0,1
3,3,2,1,1
4,4,3,1,1
5,5,3,1,2
6,7,2,3,1
7,8,7,1,1
8,9,2,4,1
9,10,3,3,1
10,11,3,3,2
11,13,2,6,1
12,14,13,1,1
13,15,2,7,1
14,16,3,5,1
15,17,3,5,2
16,19,17,1,2
17,21,2,10,1
18,22,3,7,1
19,23,3,7,2
20,25,2,12,1
21,26,5,5,1
22,27,5,5,2
23,29,3,9,2
24,31,2,15,1
25,32,31,1,1
26,33,2,16,1
27,34,3,11,1
28,35,3,11,2
29,37,2,18,1
30,38,37,1,1
31,39,37,1,2
32,41,3,13,2
33,43,2,21,1
34,44,43,1,1
35,45,2,22,1
36,46,3,15,1
37,47,3,15,2
38,49,2,24,1
39,50,7,7,1
40,51,2,25,1
41,52,3,17,1
42,53,3,17,2
43,55,53,1,2
44,57,2,28,1
45,58,3,19,1
46,59,3,19,2
47,61,2,30,1
48,62,61,1,1
49,63,2,31,1
50,64,3,21,1
51,65,3,21,2
52,67,2,33,1
53,68,67,1,1
54,69,67,1,2
55,71,3,23,2
56,73,2,36,1
57,74,73,1,1
58,75,2,37,1
59,76,3,25,1
60,77,3,25,2
61,79,7,11,2
62,81,2,40,1
63,82,3,27,1
64,83,3,27,2
65,85,2,42,1
66,86,5,17,1
67,87,5,17,2
68,89,3,29,2
69,91,2,45,1
70,92,7,13,1
71,93,2,46,1
72,94,3,31,1
73,95,3,31,2
74,97,2,48,1
75,98,97,1,1
76,99,97,1,2
77,101,3,33,2
78,103,101,1,2
79,105,2,52,1
80,106,3,35,1
81,107,3,35,2
82,109,2,54,1
83,110,109,1,1
84,111,109,1,2
85,113,3,37,2
86,115,2,57,1
87,116,5,23,1
88,117,2,58,1
89,118,3,39,1
90,119,3,39,2
91,121,2,60,1
92,122,11,11,1
93,123,2,61,1
94,124,3,41,1
95,125,3,41,2
96,127,2,63,1
97,128,127,1,1
98,129,2,64,1
99,130,3,43,1
100,131,3,43,2
101,133,2,66,1
102,134,7,19,1
103,135,2,67,1
104,136,3,45,1
105,137,3,45,2
106,139,137,1,2
107,141,2,70,1
108,142,3,47,1
109,143,3,47,2
110,145,2,72,1
111,146,5,29,1
112,147,2,73,1
113,148,3,49,1
114,149,3,49,2
115,151,2,75,1
116,152,151,1,1
117,153,2,76,1
118,154,3,51,1
119,155,3,51,2
120,157,2,78,1
121,158,157,1,1
122,159,157,1,2
123,161,3,53,2
124,163,2,81,1
125,164,163,1,1
126,165,2,82,1
127,166,3,55,1
128,167,3,55,2
129,169,2,84,1
130,170,13,13,1
131,171,2,85,1
132,172,3,57,1
